pname,X_gcj02,Y_gcj02,city,rankInCity,rankInChina,name_en,intro,image_url,bing_search_url
石林风景区,103.323315,24.811902,昆明,1,73,Stone Forest Scenic Area,石林风景名胜区，常称路南石林或云南石林，位于中国云南省石林彝族自治县，1982年11月8日经中华人民共和国国务院批准为首批国家重点风景名胜区，其时法定名称为“路南石林风景名胜区”。,http://dimg02.c-ctrip.com/images/fd/tg/g2/M07/26/3C/CghzgVU14xGAIc1OAAwZ7qWUM8c414.jpg,https://cn.bing.com/images/search?q=%E7%9F%B3%E6%9E%97%E9%A3%8E%E6%99%AF%E5%8C%BA&first=1
太平山顶,114.163512,22.260616,香港,1,75,Victoria Peak,太平山顶位于香港太平山脚下，海拔约350米，周围环绕着一片 greenery 。传说中，这里曾是太平山之一的原住民所居住的地方，至今保留了许多古老的建筑和古树。登顶后，可以看到太平山上的青松寺、太平塔等标志性景点，站在山巅俯瞰整个山谷，仿佛穿越时空来到另一个世界。太平山顶以其独特的自然景观和深厚的文化底蕴，成为香港乃至全球知名的旅游胜地。这里不仅是一处自然 wonders，更是展现中国传统文化的重要窗口。,https://gd-hbimg.huaban.com/a664d868bb7fcb7577012502a3f2a54fb7c0c6fe39d58-0tUtQg_fw658,https://cn.bing.com/images/search?q=%E5%A4%AA%E5%B9%B3%E5%B1%B1%E9%A1%B6&first=1
北戴河,119.485004,39.8351,秦皇岛,1,76,Beidaihe,北戴河区是中国河北省秦皇岛市的一个市辖区，濒临渤海湾。面积为70.3平方公里，海岸线22.5公里。北戴河属暖温带、半湿润、季风型大陆性气候，受海洋的调节，又具有海洋性气候的特点。森林覆盖率70%以上，暑期平均气温只有24.5℃。区人民政府驻戴河镇联峰北路88号。,https://dam-feiyuantu.oss-cn-beijing.aliyuncs.com/vdam-php/photo/400ed7fb8dc-1b2c-4015-8d43-05d4390c7a61_400.jpg,https://cn.bing.com/images/search?q=%E5%8C%97%E6%88%B4%E6%B2%B3&first=1
大三巴牌坊,113.545922,22.193682,澳门,1,78,Ruins of St. Paul's,"大三巴牌坊（葡萄牙语：Ruínas de S?o Paulo）是澳门圣安多尼堂区的一座17世纪天主教建筑群的遗迹，包括最初的圣保禄学院和圣保禄教堂（Igreja de S?o Paulo），又称天主之母教堂（Mater Dei），这是一座17世纪的葡萄牙教堂，主保圣人为圣保禄，亦是澳门的标志性建筑物之一。教堂正面前壁的遗址，属于教堂遗址（大三巴牌坊、前地及石阶）的组成部分之一。「大三巴」一名为华人对圣保禄学院及教堂的称呼，出自圣保禄的葡萄牙文「S?o Paulo」的汉语译音。台风名称三巴来源于此，在台风珍珠造成严重灾情后三巴通过入选取代之。
大三巴牌坊的前身圣保禄教堂是由天主教耶稣会士创办的圣保禄学院的附属部分，该学院成立于1594年，结束于1762年，是远东地区及中国第一所西式大学，当中设有文法学部、人文学部、伦理神学部等。学院培养了大批传教士到中国大陆、泰国、越南、柬埔寨、日本等地传教，是天主教传教士在远东区传教的重要的培训基地，在大三巴牌坊的遗址下安放了不少为了信仰而不惜流血舍身的殉道者的遗骸。圣保禄教堂曾经是耶稣会士在澳门和远东最壮丽的一座教堂，基本建成于1603年，1608年开始建造教堂前壁（现大三巴牌坊），于1637年至1640年完工，前壁上的雕刻及塑像则在1644年才最终完成。在1835年，最后一场大火就烧毁了圣保禄学院及教堂，最终剩下教堂正面前壁、部分地基以及教堂前的石阶。由于当地华人认为教堂前壁形似中国的传统牌坊，故称之为「大三巴牌坊」。
圣保禄教堂是中国第一座巴洛克式建筑，教堂前壁在建造时将东方的装饰图饰如中国传统造型的石狮子、汉字和象征日本的菊花与欧洲的古典元素相结合，属于东西方艺术交融的成果，代表了天主教艺术在远东的成就，也反映了澳门在历史上的东西文化交融及其独特性。
1992年，大三巴牌坊被当选为「澳门八景」之一，并获得「三巴圣迹」这一雅号。1996年10月23日，澳门政府在原教堂主祭坛的位置建成了天主教艺术博物馆与墓室，展出部分澳门教会的珍贵文物，遗址重新成为一个宗教场所。2005年，大三巴牌坊作为澳门历史城区的组成部分被列入《世界遗产名录》。",https://pic.baike.soso.com/ugc/baikepic2/8743/20220324082331-315315129_jpeg_1600_1071_238001.jpg/0_90,https://cn.bing.com/images/search?q=%E5%A4%A7%E4%B8%89%E5%B7%B4%E7%89%8C%E5%9D%8A&first=1
青海湖,100.228654,36.894097,海南藏族自治州,1,86,Qinghai Lake,青海湖（藏语：????????????，威利转写：mtsho-sngon-po，THL：Tso Ng?npo，藏语拼音：Co Ngoinbo，音错温布），又称库库诺尔（蒙古语：?????????，汉语拼音字母：kh?kh nuur，鲍培转写：K?ke naγur，西里尔字母：Х?х нуур），在两语内意思均为“蓝湖”、“青湖”。古称西海、鲜水、鲜海、卑禾羌海等。位于中国青海省内青藏高原的东北部，是中国“最大的湖泊”，也是中国“最大的咸水湖、内流湖”，早期面积4236.6平方公里，有时因人为及气候因素而极遽减小但也有扩大情况，环湖周长360多公里。湖水平均深约21米多，最大水深为32.8米，蓄水量1050亿立方米，湖面海拔3260米。湖水盐度为1.24%。,https://so1.360tres.com/t01c0c00ddf4fbe461f.jpg,https://cn.bing.com/images/search?q=%E9%9D%92%E6%B5%B7%E6%B9%96&first=1
青海湖,100.228654,36.894097,西宁,1,87,Qinghai Lake,青海湖（藏语：????????????，威利转写：mtsho-sngon-po，THL：Tso Ng?npo，藏语拼音：Co Ngoinbo，音错温布），又称库库诺尔（蒙古语：?????????，汉语拼音字母：kh?kh nuur，鲍培转写：K?ke naγur，西里尔字母：Х?х нуур），在两语内意思均为“蓝湖”、“青湖”。古称西海、鲜水、鲜海、卑禾羌海等。位于中国青海省内青藏高原的东北部，是中国“最大的湖泊”，也是中国“最大的咸水湖、内流湖”，早期面积4236.6平方公里，有时因人为及气候因素而极遽减小但也有扩大情况，环湖周长360多公里。湖水平均深约21米多，最大水深为32.8米，蓄水量1050亿立方米，湖面海拔3260米。湖水盐度为1.24%。,https://so1.360tres.com/t01c0c00ddf4fbe461f.jpg,https://cn.bing.com/images/search?q=%E9%9D%92%E6%B5%B7%E6%B9%96&first=1
普陀山风景区,122.391186,30.001647,舟山,1,91,Mount Putuo Scenic Area,普陀山（Pengguangpu）位于舟山市市区以南，属于青云峰景区，是舟山与瑞士之间的分界点。建于北宋张天师，被称为“天下第一山”，以其独特的断壁和飞来峰闻名。普陀山作为舟山市区的一部分，不仅承载着当地居民的生活史，更是当地文化的象征。此处自然风光秀丽，生态环境优美，同时与周围的山水相映成趣，是值得游客探索的重要景点之一。,https://so1.360tres.com/t0130dea1ff1e6eedc2.png,https://cn.bing.com/images/search?q=%E6%99%AE%E9%99%80%E5%B1%B1%E9%A3%8E%E6%99%AF%E5%8C%BA&first=1
鸣沙山月牙泉,94.678802,40.08877,酒泉,1,93,Mingsha Mountain and Crescent Spring,"月牙泉，古称渥洼池、沙井，又名药泉，自汉朝起即为敦煌八景之一，清代后称为月牙泉。
鸣沙山月牙泉风景区位于中国甘肃省酒泉市敦煌市西南5公里处。",https://so1.360tres.com/t01dacbf846ce93abc1.jpg,https://cn.bing.com/images/search?q=%E9%B8%A3%E6%B2%99%E5%B1%B1%E6%9C%88%E7%89%99%E6%B3%89&first=1
布达拉宫,91.11856,29.654487,拉萨,1,95,Potala Palace,布达拉宫（藏语：??????????????，威利转写：pho brang po ta la，藏语拼音：Pozhang Bodala）坐落在中华人民共和国西藏自治区首府拉萨市区西北的玛布日山（红山）上，是一座规模宏大的宫殿式建筑群，最初是吐蕃王朝赞普松赞干布兴建。于17世纪重建后，成为历代达赖喇嘛的冬宫居所，为西藏政教合一的统治中心。整座宫殿具有鲜明的藏族风格，依山而建，气势雄伟。宫中收藏了无数的珍宝，为一座艺术殿堂。1961年纳入中华人民共和国国务院第一批全国重点文物保护单位。1994年，布达拉宫列入世界文化遗产。,https://image.baidu.com/search/down?url=https://tvax1.sinaimg.cn/large/e2737f34gy1i0qji5y3kzj214g0mokjl.jpg,https://cn.bing.com/images/search?q=%E5%B8%83%E8%BE%BE%E6%8B%89%E5%AE%AB&first=1
龙门石窟,112.477533,34.558506,洛阳,1,103,Longmen Grottoes,"龙门石窟位于中国河南省洛阳市南郊12公里处的伊水两岸的龙门山和香山崖壁上，主要开凿于北魏至北宋的四百余年间，至今仍存有窟龛（或称壁龛）2100多个，造像10万余尊，碑刻题记3600余品，多在伊水西岸。数量之多位于中国各大石窟之首。其中“龙门二十品”是书法魏碑精华，唐代书法家褚遂良所书的“伊阙佛龛之碑”则是初唐楷书艺术的典范。
龙门石窟是中国三大石刻艺术宝库之一，同时被誉为世界最伟大的古典艺术宝库之一，与甘肃敦煌莫高窟、山西大同云岗石窟等中国著名石窟列为世界文化遗产。",https://www.lmsk.org.cn/home/images/curent2_02.jpg,https://cn.bing.com/images/search?q=%E9%BE%99%E9%97%A8%E7%9F%B3%E7%AA%9F&first=1
蓬莱阁,120.755302,37.824527,烟台,1,106,Penglai Pavilion,"蓬莱阁坐落在山东省烟台市蓬莱区北濒海的丹崖山上，始建于北宋嘉佑六年（1061年），与黄鹤楼、岳阳楼、滕王阁并称为“中国四大名楼”（另一说为黄鹤楼、岳阳楼、滕王阁、鹳雀楼）。蓬莱阁景区由蓬莱阁、天后宫、龙五宫、吕祖殿、三清殿、弥陀寺六大单体及其附属建筑组成，面积1.89万平方米。阁内处处可见文人墨宝、楹联石刻。
八仙过海的神话传说，便是在此阁楼发生，相传吕洞宾、铁拐李、张果老、汉钟离、曹国舅、何仙姑、蓝采和、韩湘子等八位神仙，在蓬莱阁醉酒后，施展各自的宝器，凌波踏浪、渡海而去，“八仙过海，各显神通”或“八仙过海，各凭本事”的传说由此流传。
蓬莱阁又以登州海市闻名，与雷州布鼓、河源地丘神债、广德埋葬等并称“中国天下四异”；又与雷州换鼓、广德埋藏、钱塘江潮等并称“中国天下四绝”。",https://so1.360tres.com/t01d6e47bb1946b1009.jpg,https://cn.bing.com/images/search?q=%E8%93%AC%E8%8E%B1%E9%98%81&first=1
普达措国家公园,99.944576,27.858665,迪庆,1,107,Potatso National Park,"云南普达措国家公园是一座位于中国云南省迪庆藏族自治州香格里拉市境内的国家公园。该国家公园拥有湖泊湿地、森林草甸、河谷溪流、珍稀动植物等丰富的生态资源，原始生态环境保存完好。
普达措国家公园是中国云南省林业厅确立的第一个国家公园。国家发展改革委于2016年追认了其地位。",http://lcj.yn.gov.cn/uploadfile/lcj/2020/0710/20200710052254218.jpg,https://cn.bing.com/images/search?q=%E6%99%AE%E8%BE%BE%E6%8E%AA%E5%9B%BD%E5%AE%B6%E5%85%AC%E5%9B%AD&first=1
台北故宫博物院,121.55231,25.099474,台北,1,108,National Palace Museum (Taipei),"国立故宫博物院，简称台湾故宫或台北故宫，别名中山博物院，是台湾最具规模的博物馆以及台湾八景之一，也是古代中国艺术史与汉学研究机构。主馆舍位于台北市士林区，并于嘉义县太保市设有南部院区，一年接待超过614万人次的参访旅客，曾位列2015年全球参观人数第六多的艺术博物馆。其为中华民国的中央二级行政机关，院长则为视同部会首长的特任官。
国立故宫博物院的前身是成立于京兆地方（今北京）紫禁城外廷的古物陈列所，1925年10月10日在紫禁城内廷另外组织了故宫博物院，后来因为抗日战争爆发辗转迁移至南京市和四川省等地，古物陈列所于第二次世界大战后裁撤并入国立中央博物院筹备处。随后第二次国共内战冲突导致时局再陷动荡，包括国立北平故宫博物院在内的6个机构于是在1948年11月10日决定迁往台湾，几经改组易名，最终由国立北平故宫博物院和国立中央博物院筹备处合并为国立故宫博物院，1965年11月12日在台北现址复院开幕。此后，其致力打造成为文化创意产业加值应用的虚拟博物馆，馆舍也历经多次整修扩建。
国立故宫博物院典藏为数近70万件文物与艺术作品，大部分是原先国立北平故宫博物院、国立中央博物院筹备处和国立北平图书馆等机构所藏来自紫禁城、盛京行宫、避暑山庄、颐和园、静宜园和国子监等处皇家旧藏；另有部分是编列预算购置，接收自第二次世界大战结束日本归还部分文物，以及透过各界捐赠和征集而来。藏品时间跨度涵盖新石器时代至今长达8,000年，各类藏品分别交由器物处、书画文献处和南院处等3个策展部门管理，当中以长篇铭文的青铜器、古代早期的名家书画、善本古籍和官窑瓷器等搜藏最具影响力。展厅内是按照文物类别以编年方式系统性地陈设7,000件展品，器物类展件相隔半年至2年轮换一次，书画和图书文献类展件为每3个月定期更换。",https://pic2.zhimg.com/v2-bf4de5ae77740302e81a24b6b8f1bae9_1440w.jpg?source=172ae18b,https://cn.bing.com/images/search?q=%E5%8F%B0%E5%8C%97%E6%95%85%E5%AE%AB%E5%8D%9A%E7%89%A9%E9%99%A2&first=1
沈阳故宫,123.455717,41.797103,沈阳,1,111,Shenyang Imperial Palace,沈阳故宫，位于辽宁省沈阳市沈河区明清旧城中心，是后金、清朝入关前的沈阳（盛京）皇宫，清朝入关迁都北京后改为盛京行宫（或称奉天行宫） ，始建于1625年。乾隆帝时期又有较大规模的改建与增修，占地约6万平方米。1926年以后，其建筑群陆续辟作博物馆（现称沈阳故宫博物院） 。1961年被中华人民共和国国务院确定为首批全国重点文物保护单位，2004年7月列入《世界遗产名录》“北京及沈阳的明清皇家宫殿”项目。,https://so1.360tres.com/t01dcea39266dfce787.jpg,https://cn.bing.com/images/search?q=%E6%B2%88%E9%98%B3%E6%95%85%E5%AE%AB&first=1
深圳平安金融中心云际观光层,114.055639,22.533181,深圳,1,113,Ping An Finance Centre Sky View,深圳平安金融中心云顶观光层位于深圳国际会展中心内，是全球知名地标之一。作为平安金融中心的重要组成部分，这里融合了现代金融、商业与休闲空间的综合表现，呈现一幅壮丽的城市繁华景象。云顶观光层以其独特的自然景观和视觉冲击力吸引了大量游客，夜晚灯光下的建筑更具特色魅力，成为深圳城市夜景的标志性景观。,https://youimg1.c-ctrip.com/target/10041c000001daywv0777.jpg,https://cn.bing.com/images/search?q=%E6%B7%B1%E5%9C%B3%E5%B9%B3%E5%AE%89%E9%87%91%E8%9E%8D%E4%B8%AD%E5%BF%83%E4%BA%91%E9%99%85%E8%A7%82%E5%85%89%E5%B1%82&first=1
